"Department","Division","Model Name","Model#","Description","Shipping Date","Warranty Expiry Date","CPU","Memory","HDD/SSD"
"DGS-DIR","DIR","THINKPAD X1","X1","PC-LAPTOP","06/24/2019","11/04/2022","1600","8192",
"DOT-PRK",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"PIO","MC311","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"BOE",,"THINKCENTRE M800","M800","PC-DESKTOP","05/11/2017","06/05/2020","3200","8192",
"BOE",,"THINKCENTRE M800","M800","PC-DESKTOP","05/11/2017","06/05/2020","3200","8192",
"BOE",,"THINKCENTRE M800","M800","PC-DESKTOP","05/11/2017","06/05/2020","3200","8192",
"DGS-FMS","FMS","THINKPAD L460","L460","PC-LAPTOP","05/26/2017","07/15/2020","2300","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/24/2021","12/08/2024","2400","16384",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","05/13/2020","09/09/2023","1600","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/20/2021","1600","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/20/2021","1600","8192",
"POL","HQ","THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","24576","476937"
"POL","SID","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"PIO","MC311","THINKPAD L540","L540","PC-LAPTOP","12/30/2014","02/12/2018","2900","4096","244191"
"PIO","MC311","THINKPAD L540","L540","PC-LAPTOP","12/30/2014","02/12/2018","2900","4096","244191"
"PIO","MC311","THINKPAD L540","L540","PC-LAPTOP","12/30/2014","02/12/2018","2900","4096","244191"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"PSCC","FRS","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"PIO",,"THINKSTATION C30","C30","PC-WORKSTATION","10/30/2014","12/13/2017","2600","8192","244191"
"PIO",,"THINKSTATION C30","C30","PC-WORKSTATION","10/30/2014","12/13/2017","2600","8192","244191"
"PSCC","POL","THINKPAD L540","L540","PC-LAPTOP","11/13/2014","12/27/2017","2900","8192","476937"
"POL",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"CEC-MID",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/23/2017","05/25/2020",,,
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","03/13/2015","04/26/2018","3200","4096","476937"
"POL","SID","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"HHS",,"THINKPAD L440","L440","PC-LAPTOP","06/30/2015","08/13/2018","2500","8192",
"HHS",,"THINKPAD L440","L440","PC-LAPTOP","06/30/2015","08/13/2018","2500","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"SAO",,"LATITUDE 5285","5285","PC-TABLET","02/22/2018",,"2800","16384",
"HHS",,"THINKPAD L460","L460","PC-LAPTOP","04/20/2017","06/09/2020","2300","8192",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400",,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"DOT-TRN",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"LIB",,"THINKPAD","E460","PC-LAPTOP","10/29/2016","12/12/2017","2500","8192",
"LIB",,"THINKPAD","E460","PC-LAPTOP","10/29/2016","12/12/2017","2500","8192",
"LIB",,"THINKPAD","E460","PC-LAPTOP","10/29/2016","12/12/2017","2500","8192",
"LIB",,"THINKPAD","E460","PC-LAPTOP","10/29/2016","12/12/2017","2500","8192",
"LIB",,"THINKPAD","E460","PC-LAPTOP","10/29/2016","12/12/2017","2500","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"REC",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"HHS",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"DTS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"HHS",,"LATITUDE 5290","5290","PC-TABLET","12/19/2018",,"1900","16384",
"DTS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"OCA",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","04/11/2018","05/31/2021","1600","8192",
"SAO",,"OPTIPLEX 780","780","PC-DESKTOP","06/02/2010","06/02/2014","3000","4096","238417"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"LATITUDE 5285","5285","PC-TABLET","12/14/2017",,"2600","8192",
"LIB",,"LATITUDE 5285","5285","PC-TABLET","12/14/2017",,"2600","8192",
"LIB",,"LATITUDE 5285","5285","PC-TABLET","12/14/2017",,"2600","8192",
"HHS","SHS","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019",,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"DOT-DHS",,"THINKCENTRE M900Z","M900Z","PC-DESKTOP","12/16/2016","01/30/2020","3200","8192",
"DOT-DHS",,"THINKCENTRE M900Z","M900Z","PC-DESKTOP","12/16/2016","01/30/2020","3200","8192",
"DOT-DHS",,"THINKCENTRE M900Z","M900Z","PC-DESKTOP","12/16/2016","01/30/2020","3200","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","11/01/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/20/2021","1600","8192",
"CEC-BCC",,"LATITUDE 7200","7200","PC-TABLET","04/16/2020","04/16/2023","1900","16384",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOT-DHS",,"THINKPAD X1","X1","PC-LAPTOP","12/29/2019","03/03/2023","1900","16384",
"HHS",,"THINKPAD X1","X1","PC-LAPTOP","05/12/2021","10/03/2024","1800","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"FRS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","32768",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","8192","476937"
"REC",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"DEP",,"OPTIPLEX 7040","7040","PC-DESKTOP","06/27/2017",,"3400","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"POL","HQ","THINKCENTRE M800","M800","PC-DESKTOP","07/23/2016","09/05/2019","3200","8192",
"LIB",,"LATITUDE 5285","5285","PC-TABLET","05/10/2017",,,,
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"DOT-TRN",,"THINKCENTRE M83","M83","PC-DESKTOP","01/12/2015","02/25/2018","3200","8192","476937"
"HHS",,"THINKPAD L430","L430","PC-LAPTOP","08/31/2013","10/14/2016","2500","4096","305242"
"PSCC","DTS","THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","476438",
"POL",,"THINKCENTRE M82","M82","PC-DESKTOP","02/07/2013","09/09/2015","3400","4096","238472"
"FIN","SHS","THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"HHS",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019",,,
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","12288","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"LIB",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,,,
"POL","SVID","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"DOCR",,"THINKPAD E14","E14","PC-LAPTOP","03/23/2020",,,,
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","06/18/2020","3200","8192",
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","06/18/2020","3200","8192",
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"LIB",,"THINKPAD L440","L440","PC-LAPTOP","07/15/2014","08/28/2017","2500",,
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"THINKCENTRE M82","M82","PC-DESKTOP","09/22/2013","11/05/2016","3400","4096","238472"
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"REC",,"THINKPAD L15","L15","PC-LAPTOP","01/23/2021","01/22/2024","1700","8192",
"DOT-TRN",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/27/2021","1600","8192",
"OMB",,"THINKPAD X1","X1","PC-LAPTOP","09/20/2019","10/15/2022","1900","16384",
"DEP","RRM","THINKPAD L14","L14","PC-LAPTOP","09/09/2020","09/29/2023","1700","8192",
"DEP","RRM","THINKPAD L14","L14","PC-LAPTOP","09/09/2020","09/29/2023","1700","8192",
"DTS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/23/2018","3200","8192",
"DEP","RRM","THINKPAD L14","L14","PC-LAPTOP","09/09/2020","09/29/2023","1700","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","06/15/2020","07/01/2023","1600","8192",
"DTS",,"PRECISION WST5610","WST5610","PC-WORKSTATION","06/27/2014","06/27/2017","2500","16384",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","06/15/2020","07/01/2023","1600","8192",
"HHS","LTL","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOT-DIR",,"THINKPAD X1","X1","PC-LAPTOP","03/25/2020","04/09/2023","1600","8192",
"POL","SMG","THINKCENTRE M82","M82","PC-DESKTOP","02/13/2013","02/23/2016","3400","4096","238472"
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","IntelCore i7-4600M",,
"HHS",,"THINKPAD L440","L440","PC-LAPTOP","10/28/2014","12/11/2017","2500","4096","476937"
"LIB",,"THINKPAD L540","L540","PC-LAPTOP","04/20/2015","04/21/2019","2900","4096","476937"
"DOCR",,"LATITUDE 5285","5285","PC-TABLET","03/12/2018",,"2800","16384",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","11/18/2017","11/26/2020","2500","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"LIB",,"THINKPAD L430","L430","PC-LAPTOP","03/15/2013","04/28/2016","2600",,
"CEX",,"IPAD 5TH","IPAD 5TH","PC-TABLET","04/19/2018",,,,
"CEC-EC",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019",,,
"HHS","SHS","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096","476937"
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"DEP",,"THINKPAD L460","L460","PC-LAPTOP","12/07/2016","01/20/2020","2300","8192",
"PSCC","POL","THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"FIN",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET",,,,,
"PSCC","POL","THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
